"AQI_Bucket","PM2.5","AQI"
"Very Poor","159.75","346"
"Very Poor","228.6","360"
"Very Poor","164.77","349"
"Very Poor","173.39","353"
"Very Poor","117.12","304"
"Very Poor","147.49","312"
"Very Poor","132.89","311"
"Very Poor","175.83","349"
"Poor","81.29","232"
"Moderate","90.11","165"
"Poor","106.56","263"
"Poor","76.62","209"
"Moderate","86.95","179"
"Poor","118.69","286"
"Poor","113.77","265"
"Poor","114.23","286"
"Poor","94.19","234"
"Poor","137.74","291"
"Very Poor","129.08","306"
"Very Poor","164.86","319"
"Very Poor","176.83","342"
"Very Poor","154.58","344"
"Poor","87.24","247"
"Poor","94.42","203"
"Poor","106.67","242"
"Poor","124.32","281"
"Very Poor","139.8","309"
"Very Poor","172.53","327"
"Very Poor","128.19","335"
"Poor","95.73","225"
"Poor","106.14","253"
"Poor","108.97","235"
"Poor","135.34","293"
"Very Poor","142.11","312"
"Very Poor","139.06","326"
"Very Poor","111.45","303"
"Moderate","59.97","170"
"Moderate","73.88","143"
"Moderate","63.73","161"
"Moderate","96.56","197"
"Poor","85.81","226"
"Moderate","66.34","157"
"Moderate","75.17","130"
"Moderate","98.48","156"
"Poor","88.22","241"
"Moderate","88.76","195"
"Poor","90.41","211"
"Moderate","84.9","184"
"Moderate","93.84","194"
"Poor","82.39","221"
"Moderate","99.89","188"
"Poor","117.04","282"
"Poor","97.65","232"
"Poor","94.45","218"
"Poor","97.51","202"
"Poor","93.83","235"
"Poor","146.99","239"
"Very Poor","103.02","310"
"Poor","91.41","237"
"Moderate","79.63","189"
"Moderate","151.86","163"
"Very Poor","127.1","322"
"Moderate","68.43","197"
"Moderate","61","161"
"Moderate","66.22","157"
"Moderate","63.41","151"
"Moderate","44.45","173"
"Moderate","48.01","111"
"Moderate","55.72","125"
"Moderate","51.1","126"
"Moderate","57.69","133"
"Moderate","64.19","165"
"Moderate","100.12","198"
"Poor","98.02","235"
"Poor","98.15","219"
"Poor","82.42","209"
"Poor","91.04","206"
"Moderate","78.06","195"
"Moderate","59.92","156"
"Moderate","61.47","131"
"Poor","41.9","232"
"Moderate","62.45","157"
"Moderate","62.33","143"
"Moderate","65.64","135"
"Moderate","79.59","156"
"Moderate","73.88","165"
"Moderate","66.97","143"
"Moderate","104.97","200"
"Poor","86.62","214"
"Moderate","73.09","176"
"Moderate","76.36","139"
"Moderate","77.49","167"
"Poor","72.7","202"
"Moderate","78.1","165"
"Moderate","67.49","181"
"Moderate","49.24","175"
"Moderate","54.17","148"
"Moderate","57.24","136"
"Poor","45.31","208"
"Moderate","54.38","152"
"Moderate","75.71","135"
"Moderate","83.58","166"
"Moderate","73.28","163"
"Moderate","78.8","149"
"Moderate","71.43","168"
"Moderate","44.22","115"
"Moderate","52.5","105"
"Moderate","52.52","138"
"Moderate","65.12","113"
"Moderate","70.93","172"
"Moderate","80.99","139"
"Moderate","77.59","171"
"Poor","98.06","204"
"Poor","82.94","208"
"Moderate","82.36","171"
"Moderate","75.28","167"
"Moderate","71.61","151"
"Moderate","67.46","142"
"Moderate","72.52","146"
"Moderate","79.93","166"
"Moderate","64.14","159"
"Moderate","66.35","118"
"Moderate","68.24","139"
"Moderate","43.46","117"
"Moderate","52.86","104"
"Satisfactory","34.85","85"
"Moderate","48.51","104"
"Moderate","65.58","149"
"Moderate","60.82","116"
"Satisfactory","55.72","97"
"Satisfactory","57.51","98"
"Satisfactory","44.58","83"
"Satisfactory","40.99","89"
"Moderate","52.55","105"
"Moderate","69.84","131"
"Moderate","58.43","111"
"Moderate","33.32","103"
"Satisfactory","41.66","92"
"Satisfactory","49.47","99"
"Moderate","44.65","101"
"Moderate","44.33","116"
"Satisfactory","42.91","100"
"Satisfactory","42.47","98"
"Satisfactory","35.55","84"
"Satisfactory","32.38","85"
"Satisfactory","38.21","90"
"Moderate","47.9","102"
"Moderate","58.49","123"
"Satisfactory","36.05","93"
"Satisfactory","27.92","82"
"Satisfactory","34.29","80"
"Satisfactory","46.88","88"
"Satisfactory","32.39","76"
"Satisfactory","41.54","78"
"Satisfactory","42.89","98"
"Satisfactory","44.28","92"
"Satisfactory","31.96","72"
"Satisfactory","36.94","81"
"Satisfactory","47.02","86"
"Satisfactory","39.54","83"
"Satisfactory","51.7","90"
"Satisfactory","49.62","95"
"Satisfactory","54.43","91"
"Moderate","64.42","112"
"Moderate","61.9","104"
"Moderate","47.6","110"
"Satisfactory","44.42","90"
"Satisfactory","45.02","98"
"Moderate","60.95","105"
"Moderate","80.39","153"
"Moderate","66.95","140"
"Moderate","59.48","113"
"Moderate","61.14","122"
"Satisfactory","44","97"
"Satisfactory","37.12","82"
"Satisfactory","41.99","87"
"Moderate","65.93","108"
"Moderate","53.67","113"
"Satisfactory","40.25","100"
"Satisfactory","34.96","86"
"Satisfactory","60.08","91"
"Moderate","56.54","105"
"Moderate","67.18","122"
"Moderate","54.79","105"
"Moderate","55.12","107"
"Satisfactory","48.25","98"
"Satisfactory","39.88","90"
"Satisfactory","45.77","89"
"Moderate","70.69","123"
"Moderate","52.89","106"
"Satisfactory","51.74","97"
"Satisfactory","44.76","93"
"Satisfactory","41.48","71"
"Satisfactory","46.91","83"
"Satisfactory","53.07","98"
"Moderate","57.02","110"
"Satisfactory","38.81","81"
"Satisfactory","62.79","85"
"Moderate","75.02","159"
"Moderate","52.35","101"
"Satisfactory","57.38","89"
"Satisfactory","50.11","90"
"Satisfactory","56.67","96"
"Satisfactory","58.11","100"
"Moderate","63.78","116"
"Moderate","67.67","125"
"Moderate","88.56","159"
"Moderate","78.46","184"
"Moderate","96.29","191"
"Poor","80.58","224"
"Satisfactory","32.7","98"
"Satisfactory","49.15","79"
"Moderate","63.65","108"
"Moderate","77.5","130"
"Moderate","73.45","155"
"Moderate","71.6","143"
"","63.83",""
"Moderate","81.55","147"
"Moderate","86.98","183"
"Moderate","75.9","191"
"Moderate","71.81","166"
"Moderate","85.22","181"
"Poor","103.11","209"
"Poor","96.92","245"
"Moderate","85.68","190"
"Moderate","90.95","197"
"Poor","88.59","215"
"Poor","107.44","224"
"Poor","124.3","299"
"Poor","97.3","273"
"Moderate","67.14","186"
"Moderate","40.05","109"
"Moderate","60.88","153"
"Moderate","78.93","141"
"Poor","104.86","221"
"Poor","110.89","270"
"Poor","112.96","264"
"Very Poor","125.18","301"
"Poor","107.26","260"
"Poor","120.85","284"
"Very Poor","125.04","302"
"Very Poor","141.92","309"
"Very Poor","122.46","314"
"Very Poor","140.29","301"
"Very Poor","147.16","323"
"Very Poor","171.12","332"
"Very Poor","136.71","325"
"Very Poor","132.09","316"
"Poor","112.07","260"
"Very Poor","137.34","302"
"Poor","103.19","275"
"Very Poor","155.93","311"
"Very Poor","158.76","334"
"Very Poor","148.34","314"
"Very Poor","170.84","336"
"Very Poor","180.68","351"
"Very Poor","180.15","336"
"Very Poor","258.99","371"
"Severe","295.52","449"
"Very Poor","186.59","372"
"Very Poor","185.14","355"
"Very Poor","228.08","362"
"Very Poor","235.81","395"
"Very Poor","229.06","375"
"Severe","261.24","411"
"Very Poor","172.82","369"
"Very Poor","149.27","329"
"Very Poor","135.62","321"
"Very Poor","185.02","317"
"Very Poor","259.86","397"
"Severe","275.6","404"
"Severe","276.11","428"
"Severe","237.86","404"
"Very Poor","214.56","377"
"Very Poor","210.55","360"
"Very Poor","253.65","399"
"Severe","260.83","405"
"Very Poor","204.45","395"
"Very Poor","161.01","326"
"Very Poor","195.57","355"
"Very Poor","195.42","358"
"Very Poor","251.78","371"
"Severe","251.83","415"
"Very Poor","260.82","395"
"Severe","290.17","431"
"Severe","289.43","416"
"Severe","262.16","420"
"Severe","246.52","413"
"Severe","282.8","404"
"Severe","258.02","427"
"Severe","303.44","424"
"Severe","253.4","425"
"Very Poor","207.54","379"
"Very Poor","234.72","392"
"Severe","253.49","401"
"Very Poor","159.5","354"
"Very Poor","160.16","334"
"","278.9",""
"Severe","205.41","403"
"Very Poor","120.06","311"
"Very Poor","343.85","376"
"Severe","353.24","490"
"Severe","426.71","481"
"Severe","283.17","490"
"Severe","253.38","404"
"Very Poor","240.54","389"
"Severe","263.32","404"
"Severe","244.4","409"
"Very Poor","203.88","372"
"Very Poor","249.73","376"
"Severe","337.17","430"
"Severe","359.32","470"
"Severe","436.55","539"
"Severe","463.51","568"
"Severe","398.93","524"
"Severe","376.2","501"
"Severe","423.94","520"
"Severe","230.07","477"
"Very Poor","214.9","359"
"Very Poor","131.75","342"
"Very Poor","162.64","313"
"Very Poor","241.28","354"
"Severe","312.38","455"
"Severe","300.4","424"
"Severe","295.69","447"
"Severe","250.19","405"
"Very Poor","122.77","349"
"Very Poor","234.01","333"
"Severe","359.72","449"
"Severe","337.78","482"
"Severe","277.86","443"
"Severe","363.78","441"
"Severe","478.16","550"
"Severe","313.62","525"
"Very Poor","176.15","396"
"Poor","133.04","281"
"Very Poor","191.67","345"
"Very Poor","177.96","352"
"Very Poor","100.17","304"
"Poor","98.08","219"
"Poor","103.89","235"
"Poor","135.71","257"
"Very Poor","262.54","375"
"Severe","293","412"
"Severe","237.45","435"
"Very Poor","202.97","366"
"Very Poor","138.09","336"
"Very Poor","151.31","318"
"Very Poor","189.49","335"
"Very Poor","234.28","379"
"Very Poor","119.02","344"
"Poor","94.6","218"
"Poor","101.83","208"
"Poor","121.26","300"
"Poor","134.59","289"
"Very Poor","164.09","329"
"Very Poor","173.68","342"
"Very Poor","161.38","335"
"Poor","83.53","264"
"Moderate","93.25","186"
"Poor","106.34","217"
"Very Poor","154.22","314"
"Very Poor","150.62","330"
"Very Poor","144.92","312"
"Very Poor","160.57","331"
"Poor","84.65","279"
"Moderate","64.36","191"
"Poor","104.8","202"
"Very Poor","170.92","311"
"Poor","81.31","296"
"Moderate","46.41","112"
"Moderate","70.32","130"
"Poor","127.84","255"
"Very Poor","129.83","308"
"Poor","98.66","266"
"Poor","99.65","251"
"Moderate","74.15","191"
"Moderate","72.62","189"
"Moderate","88.98","199"
"Poor","108.14","213"
"Very Poor","140.06","316"
"Poor","96.84","244"
"Poor","105.04","241"
"Poor","86.69","218"
"Moderate","79.54","195"
"Moderate","72.44","164"
"Moderate","84.57","173"
"Poor","70.48","221"
"Moderate","78.3","174"
"Poor","86.48","206"
"Poor","87.83","205"
"Very Poor","176.31","327"
"Poor","58.35","255"
"Moderate","39.08","188"
"Poor","46.72","204"
"Moderate","56.72","182"
"Moderate","59.91","134"
"Moderate","61.55","165"
"Poor","82.12","201"
"Poor","81.53","204"
"Poor","91.88","224"
"Moderate","78.88","192"
"Moderate","46.83","149"
"Moderate","61.04","132"
"Moderate","85.51","188"
"Moderate","52.49","178"
"Moderate","51.62","108"
"Satisfactory","49.34","94"
"Moderate","33.27","140"
"Moderate","46.79","121"
"Moderate","53.38","111"
"Moderate","32.98","133"
"Moderate","59.64","136"
"Moderate","63.03","147"
"Moderate","66.67","148"
"Moderate","45.75","171"
"Moderate","53.35","141"
"Moderate","55.69","116"
"Satisfactory","36.33","98"
"Moderate","39.54","135"
"Moderate","43.79","187"
"Poor","46.48","224"
"Moderate","73.24","189"
"Moderate","52.32","127"
"Moderate","47.92","144"
"Moderate","54.04","167"
"Poor","62.99","204"
"Moderate","54.04","160"
"Moderate","63.02","153"
"Moderate","73.54","197"
"Moderate","59.06","168"
"Moderate","62.46","167"
"Moderate","52.69","149"
"Moderate","49.57","133"
"Satisfactory","36","84"
"Moderate","29.39","106"
"Moderate","43.15","181"
"Moderate","72.28","186"
"Poor","79.01","210"
"Moderate","78.57","190"
"Poor","75.52","202"
"Poor","81.05","223"
"Moderate","73.39","200"
"Poor","70.44","210"
"Moderate","65.06","151"
"Moderate","61.86","186"
"Poor","53.43","209"
"Moderate","51.32","156"
"Moderate","54.79","147"
"Moderate","47.77","166"
"Poor","34.67","220"
"Poor","57.49","212"
"Moderate","66.9","200"
"Moderate","63.96","132"
"Moderate","44.89","166"
"Satisfactory","47.48","100"
"Satisfactory","46.78","93"
"Moderate","48.28","166"
"Moderate","77.49","196"
"Moderate","56.77","180"
"Moderate","49.83","167"
"Moderate","48.41","169"
"Poor","31.34","205"
"Moderate","42.86","112"
"Moderate","34.21","136"
"Satisfactory","35.77","97"
"Moderate","36.8","128"
"Satisfactory","46.92","100"
"Moderate","43.46","115"
"Moderate","43.25","121"
"Moderate","40.57","158"
"Moderate","40.92","180"
"Moderate","57.1","155"
"Moderate","40.7","182"
"Moderate","41.25","133"
"Moderate","46.4","184"
"Moderate","59.45","200"
"Poor","69.96","216"
"Moderate","57","172"
"","51.48",""
"Moderate","35.68","198"
"Moderate","48.61","142"
"Moderate","51.91","120"
"Moderate","43.05","125"
"Moderate","33.43","108"
"Moderate","34.24","104"
"Satisfactory","35.11","89"
"Satisfactory","58.89","93"
"Moderate","51.05","115"
"Moderate","38.19","111"
"Moderate","48.72","150"
"Moderate","47.26","117"
"Satisfactory","46.94","93"
"Moderate","52.42","113"
"Moderate","26.54","106"
"Satisfactory","28.36","91"
"Satisfactory","30.29","92"
"Moderate","38.58","101"
"Satisfactory","28.35","93"
"Satisfactory","21.55","84"
"Satisfactory","31.08","96"
"Moderate","25.31","101"
"Satisfactory","22.25","87"
"Satisfactory","22.96","78"
"Satisfactory","34.54","79"
"Satisfactory","27.84","83"
"Satisfactory","27.66","69"
"Satisfactory","37.65","91"
"Moderate","39.99","107"
"Moderate","39.48","108"
"Moderate","45.33","106"
"Moderate","45.33","112"
"Moderate","38.89","104"
"Satisfactory","35.29","100"
"Moderate","40.72","109"
"Moderate","41.09","102"
"Satisfactory","32.74","85"
"Satisfactory","28.02","83"
"Moderate","37.96","103"
"Moderate","24.6","108"
"Satisfactory","19.6","93"
"Satisfactory","21.78","90"
"Satisfactory","24.54","95"
"Satisfactory","27.05","94"
"Satisfactory","35.84","96"
"Moderate","37.57","102"
"Moderate","31.88","120"
"Moderate","31.26","101"
"Moderate","38.7","106"
"Moderate","35.82","145"
"Moderate","21.87","109"
"","14.27",""
"Moderate","23.56","112"
"Moderate","31.5","116"
"Moderate","36.64","116"
"Moderate","29.67","148"
"Moderate","18.34","121"
"Moderate","21.73","103"
"Satisfactory","29.84","90"
"Satisfactory","28.04","96"
"Satisfactory","39.24","100"
"Moderate","42.17","101"
"Moderate","28.88","122"
"Moderate","43.26","113"
"Moderate","41.19","107"
"Moderate","46.77","126"
"Satisfactory","34.23","86"
"Satisfactory","24.31","92"
"Satisfactory","25.84","93"
"Moderate","42.28","114"
"Moderate","34.9","108"
"Satisfactory","47.01","92"
"Moderate","47","107"
"Moderate","49.88","115"
"Moderate","52.66","144"
"Moderate","53.19","200"
"Satisfactory","46.19","87"
"Moderate","41.09","155"
"Moderate","36.88","135"
"Moderate","36.84","103"
"Moderate","37.17","138"
"Moderate","36.3","179"
"Moderate","33.21","160"
"Moderate","50.64","181"
"Satisfactory","50.89","98"
"Moderate","53.94","109"
"Satisfactory","31.61","98"
"Satisfactory","35.74","72"
"Satisfactory","42.49","68"
"Satisfactory","52.05","94"
"Moderate","52.86","109"
"Moderate","43.77","105"
"Moderate","28.09","102"
"Moderate","40.15","114"
"Moderate","46.77","101"
"Moderate","47.3","109"
"Satisfactory","36.47","95"
"Satisfactory","50.3","97"
"Satisfactory","47.28","97"
"Satisfactory","27.46","72"
"Satisfactory","29","65"
"Satisfactory","28.33","70"
"Satisfactory","20.58","69"
"Satisfactory","20.74","60"
"Satisfactory","27.64","70"
"Satisfactory","31","87"
"Satisfactory","45.73","85"
"Satisfactory","50.6","94"
"Moderate","47.01","105"
"Moderate","65.32","114"
"Moderate","66.62","119"
"","49.6",""
"","",""
"","43.82",""
"Moderate","52.77","103"
"Moderate","59.78","107"
"Moderate","63.01","107"
"Moderate","75.29","120"
"","86.29",""
"Moderate","89.38","185"
"Poor","107.92","225"
"Poor","130.74","299"
"Very Poor","145","313"
"Very Poor","126.19","314"
"Poor","75.27","204"
"Poor","144.86","237"
"Very Poor","138.71","329"
"Very Poor","144.21","308"
"Very Poor","134.29","330"
"Moderate","56.25","163"
"Moderate","53.88","113"
"Moderate","136.29","160"
"Severe","268.5","408"
"Very Poor","202.96","364"
"Very Poor","191.01","364"
"Very Poor","175.6","346"
"Very Poor","241.85","356"
"Severe","277.48","425"
"Severe","271.56","419"
"Very Poor","232.45","395"
"Severe","248.06","416"
"Very Poor","181.24","349"
"Very Poor","181.71","346"
"Very Poor","202","367"
"Very Poor","126.4","328"
"Poor","101.6","265"
"Poor","129.03","282"
"Very Poor","158.7","309"
"Very Poor","233.2","358"
"Very Poor","218.57","396"
"Very Poor","157.47","349"
"Very Poor","135.94","316"
"Very Poor","153.46","319"
"Very Poor","143.66","325"
"Very Poor","140.54","311"
"Very Poor","164.05","334"
"Very Poor","179.12","332"
"Very Poor","235.96","374"
"Severe","257.38","403"
"Very Poor","232.59","394"
"Very Poor","264.9","400"
"Severe","301.39","422"
"Severe","287.55","435"
"Severe","209.27","403"
"Very Poor","241.26","378"
"Very Poor","145.94","358"
"Very Poor","140.88","315"
"Very Poor","208.02","334"
"Very Poor","216.25","375"
"Very Poor","234.11","381"
"Severe","271.84","404"
"Severe","241.46","420"
"Very Poor","153.67","345"
"Very Poor","150.79","324"
"Very Poor","211.92","348"
"Very Poor","222.8","376"
"Very Poor","262.2","397"
"Severe","243.08","406"
"Very Poor","153.66","361"
"Very Poor","115.75","312"
"Very Poor","172.06","322"
"Very Poor","165.12","331"
"Very Poor","147.88","340"
"Very Poor","123.38","305"
"Very Poor","196.64","310"
"Very Poor","229.94","362"
"Severe","273.62","412"
"Severe","354.05","462"
"Severe","290.28","443"
"Severe","242.58","449"
"Very Poor","151.31","336"
"Poor","123.41","288"
"Poor","124.26","256"
"Poor","164.46","298"
"Very Poor","161.92","331"
"Very Poor","188.15","333"
"Very Poor","195.81","364"
"Very Poor","214.23","364"
"Very Poor","207.2","372"
"Very Poor","150.5","356"
"Poor","79.29","205"
"Moderate","76.02","183"
"Moderate","116.68","184"
"Very Poor","169.64","306"
"Very Poor","172.07","349"
"Poor","106.68","280"
"Poor","85.02","220"
"Moderate","86.04","186"
"Poor","107.55","202"
"Poor","149.01","223"
"Very Poor","154.59","343"
"Very Poor","177.59","311"
"Very Poor","140.36","346"
"Poor","135.89","261"
"Poor","86.75","231"
"Poor","85.47","206"
"Moderate","77.24","172"
"Poor","123.6","233"
"Poor","124.14","286"
"Poor","108.88","263"
"Moderate","66.21","171"
"Poor","112.8","224"
"Poor","140.13","265"
"Very Poor","149.59","304"
"Very Poor","152.45","309"
"Poor","132.55","279"
"Poor","152.02","296"
"Poor","62.05","218"
"Poor","84.7","204"
"Moderate","67.25","172"
"Moderate","81.92","181"
"Poor","121.49","244"
"Poor","104.57","245"
"Poor","90.22","226"
"Poor","94.78","235"
"Poor","94.66","230"
"Poor","97.57","218"
"Poor","97.02","226"
"Poor","124.61","242"
"Poor","90.54","231"
"Poor","102.24","211"
"Poor","101.55","251"
"Moderate","65.2","176"
"Moderate","71.86","168"
"Moderate","83.35","197"
"Moderate","78.63","184"
"Moderate","88.14","197"
"Poor","112.06","251"
"Poor","118.06","253"
"Poor","64.65","201"
"Moderate","75.3","158"
"Moderate","49.01","167"
"Moderate","42.9","111"
"Moderate","41.28","116"
"Moderate","56.63","149"
"Moderate","78.95","182"
"Poor","81.48","209"
"Moderate","74.69","194"
"Moderate","69.37","168"
"Moderate","76.22","194"
"Poor","95.29","214"
"Poor","98.86","202"
"Moderate","52.48","148"
"Moderate","46.69","136"
"Moderate","59.79","190"
"Moderate","58.48","182"
"Poor","124.48","232"
"Moderate","75.99","179"
"Moderate","70.53","163"
"Moderate","67.26","163"
"Moderate","36.68","120"
"Satisfactory","39.7","83"
