"Operator","Aboard","Fatalities"
"TAMPA Colombia","3","3"
"Inuvik Coastal Airways","12","2"
"Aeroflot","49","44"
"Military - Royal Jordanian Air Force","13","13"
"Skycraft Air Transport","2","1"
"Balkan Bulgarian Airlines","50","50"
"North East Bolivian Airways","3","1"
"Pelita Air Service","9","6"
"Aeroflot","47","4"
"Britt Airways","3","3"
"Military - Ethiopian Air Force","38","26"
"Military - Salvadoran Air Force","28","28"
"Flight Safety Australia","2","2"
"Taxi Aéreo del Guaviare","7","7"
"Military - Japan Maritime Self Defense Force","12","12"
"Scandinavian Airlines (SAS)","177","0"
"Military - U.S. Air Force","18","18"
"Air Taxi","3","3"
"Aerosucre Colombia","6","4"
"Lloyd Aereo Boliviano","23","23"
"Military - U.S. Marine Corps","29","29"
"Frigorifico Reyes","5","5"
"State Airlines","6","6"
"Líder Táxi Aéreo","4","4"
"VOTEC / VOTEC","35","19"
"Military - Egyptian Air Force","2","2"
"Tierra del Fuego Province","12","12"
"Zantop International Airlines","4","4"
"Air Continental","3","3"
"Air Taxi - Raco Helicopters Corp.","3","3"
"TAM Lineas Aéreas Regional","18","18"
"Coval Air","9","9"
"Military - Philippine Air Force","30","30"
"Military - U.S. Air Force","9","9"
"Air Taxi","4","4"
"South PacifiIsland Airways","14","1"
"Air Taxi","5","5"
"Vieques Air Link","9","9"
"Bangladesh Biman","49","49"
"Aeroflot","24","24"
"Pioneer Airlines","9","9"
"Aviation Enterprises","3","3"
"Airfast Indonesia","3","2"
"Air Taxi - Richards Aviation Inc.","2","2"
"Wings West Airlines / Private","17","17"
"Cameroon Airlines","116","2"
"Talair","11","9"
"Provincetown - Boston Airlines","6","1"
"MMM Aero Services","30","30"
"APRL","26","11"
"AECA Cargo","4","4"
"Military - Russian Air Force","50","50"
"Air Niagara","2","2"
"Air Taxi - Desert Flying Service","3","3"
"Nahanni Air Services","7","7"
"Aeroflot","179","174"
"Labradore Airways","4","4"
"Mililtary - Soviet Air Force","20","20"
"Military - Russian Air Force","240","240"
"Village Airways","4","4"
"Euroair","1","1"
"TAME","14","14"
"Aeroflot","10","10"
"Provincetown - Boston Airlines","13","13"
"Military - Indian Air Force","19","19"
"Air Taxi - Delaware Aviation LLC","4","4"
"Fuerza Aérea del Peru","21","21"
"Royal Nepal Airlines","23","15"
"Aeroflot","110","110"
"Eastern Air Lines","29","29"
"TPI International Airways","3","3"
"CAAC","41","38"
"Cubana de Aviacion","38","38"
"Air Taxi","3","3"
"Galaxy Airlines","71","70"
"Military - U.S. Air Force","21","21"
"AIRES Colombia","17","17"
"Aerolineas Centrales de Colombia","23","23"
"Air Taxi - Air Trends Inc.","5","4"
"Aeroflot","80","58"
"North PacifiAirlines","9","9"
"Air Taxi - Oklahoma Airways Inc.","2","2"
"Military - Russian Air Force","57","57"
"Air Taxi - Mercy Flights Inc.","4","4"
"Dirgantara Air Services","10","9"
"Iberia Airlines","148","148"
"China Airlines (Taiwan)","274","0"
"Air Mali","51","50"
"Military - U.S. Air Force","3","3"
"Military - U.S. Air Force","6","6"
"SATENA","46","46"
"YPF","7","7"
"Air Taxi - Eidoarie Inc.","4","4"
"Thai Airways","11","11"
"American Airlines","89","0"
"Air Taxi - Monument Valley Air Service","6","6"
"Aeronica","5","2"
"Carga Aereo Transportada","4","4"
"Aeroflot / Soviet Air Force","76","76"
"Military - U.S. Marine Corps","17","17"
"Empresa Nacional de Transp.  Trabalho Aereo","5","5"
"Air Taxi","5","2"
"Acme Air","2","2"
"Avensa","13","2"
"General Aviation Inc.","2","2"
"Trans World Airlines","153","1"
"TABA","17","17"
"Air India","329","329"
"Air Taxi","2","2"
"Aeroflot","200","200"
"Air Ohio - Air Taxi","2","2"
"Fuerza Aérea Colombiana","80","80"
"Delta Air Lines","163","134"
"Japan Air Lines","524","520"
"Merpati Nusantara Airlines","19","8"
"Alyemda Airlines","73","3"
"Air Taxi - Jet Alaska","3","3"
"British Airtours","137","55"
"Bar Harbor Airlines","8","8"
"Military - U.S. Air Force","7","7"
"Douglas Airways","5","3"
"Ariana Afghan Airlines","52","52"
"Midwest Express","31","31"
"Military - Soviet Air Force","26","26"
"Air Taxi - Henson Airlines","14","14"
"MAP","9","9"
"Air Carriers Express Services Inc","17","17"
"Air Albatross","9","8"
"Nordeste Linhas Aéreas","2","2"
"Pel Air","2","2"
"Sabeni","2","2"
"Aeroflot","14","14"
"Mountain Air Cargo","1","1"
"Burma Airways","4","4"
"Jet Alaska","4","4"
"Air Taxi- Hermans Air Inc.","4","2"
"Military - U.S. Air Force","4","4"
"Air Taxi","7","4"
"Military - Indonesian Air Force","11","11"
"EgyptAir","103","60"
"Military - Angolan Air Force","22","22"
"Arrow Airways","256","256"
"Military - Royal Nepalese Air Force","25","25"
"Private","9","7"
"Aerovias de Guatemala SA","87","87"
"Air Taxi","3","3"
"VASP","72","1"
"Aerocalifornia","21","21"
"GLM Aviation","14","2"
"China Airlines (Taiwan)","13","13"
"Aeroflot","38","38"
"Taxair","8","8"
"Simmons Airlines","9","3"
"Merpati Nusantara Airlines","16","2"
"Goose Bay Air Services","5","4"
"Ministerstvo Obshchestvo Mashinostroyeniya","9","9"
"Military - French Air Force","0","0"
"Military - Mozambique Air Force","54","49"
"Mexicana","167","167"
"Trans World Airlines","121","4"
"Military - U.S. Air Force","11","11"
"ACES Colombia","13","13"
"Military - El Salvador Air Force","37","37"
"Military - Republiof China Air Force","22","22"
"Air Lanka","150","22"
"Aeroflot","5","5"
"Air Taxi - Islip Airco Inc.","5","2"
"Military - French Naval Aviation","19","19"
"Military - Armée de l'Air Malgache","13","13"
"EgyptAir","26","23"
"Loganair","16","1"
"Military - U.S. Air Force","4","4"
"Grand Canyon Airlines / Helitech","25","25"
"Aeroflot","59","1"
"Aeroflot","94","54"
"Military - Zimbabwe Air Force","17","17"
"Air Taxi","6","3"
"Leeward Islands Air Transport","13","13"
"Military - Honduran Air Force","59","59"
"Sudan Airways","60","60"
"Air Taxi","6","6"
"Denver Air Center","7","7"
"Southwest Airlift","2","2"
"Aeromexico / Private","67","67"
"Peninsula Air Services","6","6"
"Pan American World Airways","384","16"
"Military - U.S. Air Force","4","3"
"Kondair","1","1"
"AtlantiSoutheast Airlines","5","5"
"East Indonesia Air Taxi","13","13"
"Southern Air Transport","3","3"
"Aeroflot","14","14"
"Iran Air","80","3"
"Military - Chilian Navy","11","11"
"Air Taxi - New London Flying Services Inc.","4","2"
"Government of Mozambique","44","34"
"Aeroflot","92","70"
"Private - WNBC","2","2"
"Pakistan International Airlines","54","13"
"Military - Nicaraguan Air Force","23","21"
"Military - Iranian Air Force","103","103"
"British International Helicopters","47","45"
"Military - Afghan Republican Air Force","40","40"
"Aeroflot","82","70"
"CAAC","44","6"
"Iraqi Airways","106","63"
"Sunflower Airlines","14","11"
"Military - Spanish Air Force.","22","22"
"Varig","51","50"
"Trillium Air","3","1"
"Military - Ethiopian Air Force","54","54"
"Skywest Airlines / Private.","10","10"
"California Air Charter","1","1"
"Air Reconnaissance Unit of Liberia","18","16"
"Aero France","11","11"
"Talair","17","14"
"Military - Afghan Republican Air Force","36","36"
"Skyworld Airlines (Ports of Call Inc.)","135","1"
"Northwest Airlink","22","9"
"Aeroflot","9","9"
"Military - U.S. Air Force","6","6"
"California Air National Guard","2","2"
"Connie Kalitta Services","3","3"
"Military - Afghan Republican Air Force","40","40"
"Air Taxi","2","2"
"Scanex Air","10","10"
"Garuda Indonesia Airlines","45","27"
"Burlington Air Express","4","4"
"Air-Lift Commuter","2","2"
"Sasco Air Lines","13","13"
"Aeroflot","6","6"
"American Eagle","6","2"
"LOT Polish Airlines","183","183"
"Air Manitoba","2","2"
"Air Taxi","3","2"
"YPFB Transportes Aereos","16","14"
"Merpati Nusantara Airlines","8","8"
"Missionary Aviation Fellowship","30","6"
"Travel Air Flug","4","2"
"Rutaca","10","10"
"Bakhtar Afghan Airlines","53","53"
"Military - Peruvian Air Force","46","46"
"Aeroflot","29","8"
"Burma Airways","45","45"
"Philippine Air Lines","50","50"
"Military - U.S. Air Force","6","4"
"Air Afrique","163","1"
"Belize Air International Ltd.","12","5"
"DHL","3","2"
"LAN","33","2"
"China Southwest Airlines","108","108"
"Northwest Airlines","155","154"
"Oxaero Ltd.","7","4"
"Thai Airways","83","83"
"Military - Brazilian Air Force","9","9"
"Aeroflot","15","15"
"EgyptAir","5","5"
"Air Taxi","3","3"
"Burma Airways","49","49"
"Aeroejecutivos Colombia","9","2"
"Aero Transporti Italiani","37","37"
"MAP","9","9"
"Air Taxi - Flying School of the Cascades Inc.","4","4"
"Air Malawi","10","10"
"Kenn Borek Air","4","2"
"Continental Airlines","82","28"
"Ryan Air Services","21","18"
"Flynn's Ferry Service","2","2"
"Taiwan Airlines","11","10"
"Trans Colorado AL / Continental Express","17","9"
"South African Airways","159","159"
"Korean Airlines","115","115"
"Cooper Skybird Air Charters","14","14"
"PacifiSouthwest Airlines","43","43"
"Military - Peruvian Naval Aviation","43","42"
"Talair","4","1"
"Philippine Air Lines","15","15"
"Military - Brazilian Air Force","29","29"
"Air Littoral","16","16"
"Air Taxi - Petroleum Helicopters Inc.","15","15"
"Air Taxi","3","2"
"Southcentral Air","8","6"
"Panorama Air Tour","8","8"
"Merpati Nasantara Airlines","17","17"
"Condor Flugdienst","16","16"
"Phoenix Air","2","2"
"ETA - Empresa Transportes Aéreos","9","9"
"Aeroflot","143","11"
"Aeroflot","31","27"
"Fuerza Aérea Panamena","16","16"
"Air Taxi - Minuteman Aviation Inc.","3","3"
"NFD - Nurnberger Flugdienst","21","21"
"AV Air / American Eagle","12","12"
"Aeroflot","51","20"
"Talia Airways","15","15"
"Commercial Airways (Comair)","17","17"
"Transport Arien Transregional","23","23"
"Military - Ecuadorian Air Force","11","11"
"Military - U.S. Army","17","17"
"AVIANCA","143","143"
"Arax Airlines","4","4"
"Kuwait Airways","112","2"
"Military - Afghan Republican Air Force","29","29"
"United Airways","24","24"
"Chaillotine Air Service","6","6"
"Aeroflot","17","17"
"Military - Cuban Air Force","29","29"
"Northeast Jet","2","1"
"Shanxi Airlines","46","42"
"Aloha Airlines","95","1"
"Wideroe's Flyveselksap","36","36"
"Jay Hawk Air - Air Taxi","3","3"
"TACA","45","0"
"Aeronica","6","6"
"Starair","2","2"
"North American Sabreliner 40","11","11"
"Military - U.S. Air Force","6","6"
"Austral Lineas Aeras (Argentina)","22","22"
"Military - Mozambique Air Force","25","21"
"Air France","136","3"
"Iran Air","290","290"
"Lineas Aéreas Suramericanas","8","8"
"TACA","3","3"
"Angola Air Charter","6","6"
"Air Taxi - Temesco Helicopters Inc.","3","3"
"Balkan Bulgarian Airlines","37","28"
"Geoterrex","3","3"
"Military - Afghan Republican Air Force","39","39"
"Military - Pakistan Air Force","30","30"
"MD Air Services","6","6"
"Kinair Cargo","5","5"
"Aeroflot","4","4"
"Military - Italian Air Force","3","3"
"CAAC","89","7"
"Transporte Aereo Federal","20","20"
"Aerocaribe","20","1"
"Delta Air Lines","108","14"
"Wrangell Air Service","10","1"
"Hang Khong (Vietnam)","90","76"
"TAME Ecuador","7","7"
"Bradley Air Services","2","2"
"Ethiopian Airlines","104","35"
"Military - Afghan Republican Air Force","34","34"
"Military - U.S. Air Force","17","6"
"Air Taxi - Northern Arizona Aircraft Inc.","5","5"
"Uganda Airlines","52","33"
"Vayudoot","34","34"
"Indian Airlines","129","124"
"Aero Peru","69","12"
"LOT Polish Airlines","29","1"
"Air Taxi - TAJ FBO Co.","4","4"
"Wasa Wings","12","6"
"JC Air","7","7"
"Air Littoral","4","4"
"Aero Club Libya","14","14"
"Aeroflot","14","6"
"T & G Aviation","5","5"
"Military - Afghan Republican Air Force","25","25"
"Military - Russian Air Force / Military - Russian Air Force","83","77"
"GAS Air","8","8"
"Broughton Air Servces","10","10"
"Pan American World Airways","259","259"
"Mid PacifiAir","2","2"
"British Midland Airways","126","47"
"Bradley Air Services","2","2"
"Aerolineas La Paz","5","5"
"Military - Canadian Army","11","11"
"Military - U.S. Air Force","19","19"
"Burma Airways","29","26"
"RAM","3","3"
"Independent Air Inc.","144","144"
"Tarom","5","5"
"Flying Tiger Line","4","4"
"Air Taxi - Las Vegas Flyers Inc.","10","10"
"United Air Lines","356","9"
"Albancion Circulo","10","10"
"Transfair","2","2"
"Air Ontario","69","24"
"Aero Condor","10","10"
"Evergreen International Airlines","2","2"
"Military - U.S. Marine Corps","34","19"
"Transbrasil","3","3"
"Europe Aero Service EAS","22","22"
"SATENA","11","11"
"Aerosucre Colombia","5","5"
"Aero Cozumel","19","6"
"Southern Express","2","1"
"Holmstoem Air","16","16"
"Aero Asahi","","10"
"Surinam Airways","187","176"
"Aerotaca","22","6"
"SceniAir Tours","11","11"
"Interflug","113","20"
"Ariana Afghan Airlines","39","6"
"Fuerza Aérea del Peru","62","62"
"Formosa Airlines","13","12"
"Cameroon Airlines","47","3"
"Somali Airlines","30","30"
"Calair","2","2"
"Air Taxi - Centre Airlines Inc.","5","2"
"United Air Lines","298","112"
"Aeroflot","10","10"
"Talair","22","3"
"Philippine Air Lines","98","1"
"Military - Afghan Republican Air Force","30","30"
"Military - Angolan Air Force","48","42"
"Korean Airlines","199","75"
"Universal Airlines","19","13"
"Air Freight New Zealand","3","3"
"OlympiAviation","34","34"
"RRC Air Service","16","16"
"Aspring Air","10","10"
"Private","2","2"
"China Eastern Airlines","40","34"
"Air Taxi","3","3"
"Pakistan International Airlines","54","54"
"Bay Land Aviation","5","5"
"Cubana de Aviacion","126","126"
"Varig","54","13"
"Partnair","55","55"
"Merpati Nusantara Airlines","22","22"
"Wehite Cap Aviation","6","6"
"Union des Transportes Aeriens","171","171"
"Boeing KC-135E","7","2"
"USAir","63","2"
"Military - Afghan Republican Air Force","26","26"
"Military - Afghan Republican Air Force","24","24"
"Vayudoot","11","11"
"Skylink Airlines","7","7"
"Nile Safaris Aviation","6","6"
"Grand Canyon Airlines","21","10"
"MAP","9","9"
"Military - U.S. Air Force","4","4"
"Winchester Air","5","5"
"TAUSA","12","12"
"Air Taxi - Paramount Aviation Corp.","5","5"
"Aeroflot","25","25"
"TAN","146","127"
"China Airlines (Taiwan)","54","54"
"Military - Soviet Air Force","36","36"
"Aloha Island Air","20","20"
"Weasua Airtransport","10","2"
"Military - Royal Lesotho Defence Force","18","18"
"Air Express","4","4"
"Aeroflot","42","34"
"Military - People's Army/ Military - Peoples Air Force","24","24"
"Korean Airlines","52","1"
"AVIANCA","107","107"
"Tepper Aviation","5","5"
"Lineas Aéreas Cave","7","3"
"New England Airlines","8","8"
"Military - U.S. Army","5","5"
"Military - Bolivian Air Force","28","24"
"Helicopteros Nacionales de Colombia","15","15"
"United Express","6","6"
"Tarom","7","7"
"Air Fiordland","5","5"
"Pelita Air Service","16","9"
"Aeroflot","71","27"
"SANSA","23","23"
"Federal Express","1","1"
"Aeroflite Services","2","2"
"Military - Venezuelan Navy","25","25"
"AVIANCA","158","73"
"Airfast Services","19","19"
"Military - Congolese Air Force","28","28"
"Airborne Express","2","2"
"Wiggins Airways","1","1"
"TAM (Brazil)","40","2"
"Indian Airlines","146","92"
"Military - Zambian Air Force","29","29"
"Federal Express","1","1"
"Military - Indian Air Force","1","0"
"MIAT - Mongolian Airlines","30","30"
"Sinquanon Management - Air Taxi","3","2"
"Helicsa","13","11"
"TAN Honduras","3","3"
"Cubana de Aviacion","46","4"
"Aeroflot","11","11"
"Military - Angolan Air Force","25","25"
"Air Taxi - Transamerica","4","2"
"Wideroe's Flyveselksap","5","5"
"Aeroperlas","22","20"
"Military - Zairean Air Force","24","20"
"MATS - Manila Aero Transport System","24","7"
"Frontier Air","4","1"
"Military - Royal Air Force","10","10"
"Aerial Transit Company","3","3"
"Avicsa","40","20"
"Philippine Air Lines","119","8"
"Air North Queensland","11","11"
"Military - Luftwaffe","10","10"
"Aerolift Philippines","21","21"
"Ptarmigan Airways","2","2"
"TABA","42","23"
"British Airways","85","0"
"Air Taxi - Trail Lake Flying Service Inc.","5","5"
"Air Taxi - Aero West Aviation Inc.","5","5"
"Douglas Airways","12","8"
"Eagle Air","2","2"
"Military - Afghan Republican Air Force","30","30"
"Servicio Expresso Nacional","9","9"
"Aeroflot","47","47"
"Military - Afghan Republican Air Force","83","83"
"Military - Republiof China Air Force","18","18"
"Private - Omniflight Helicopters","5","5"
"Military - Russian Air Force","61","61"
"Military - U.S. Air Force","17","13"
"Frontier Flying Service","10","3"
"Faucett","18","18"
"Nuna Air","8","8"
"Aeroflot","129","4"
"SUDENE","12","12"
"HiTech Helicopters","4","4"
"Iraqi Airways","130","130"
"China Southwest Airlines / Xiamen Airlines","226","128"
"Eastern Air Lines","97","1"
"BAFIN","4","4"
"Cubana de Aviacion","31","11"
"MAP - Ministerstvo Aviatsionnoi Promyshlennosti","10","9"
"Alitalia","46","46"
"SATENA","16","16"
"Aeroflot","15","15"
"Ryan International Airlines","2","2"
"Bangkok Airways","38","38"
"Eitos","13","13"
"Northwest Airlines/ Northwest Airlines","198","8"
"Sudania Air Cargo","10","10"
"Pelita Air Service","12","10"
"MarkAir Commuter","1","1"
"Military - Venezuelan Navy","22","21"
"Belair - Air Taxi","5","5"
"Merpati Nusantara Airlines","21","1"
"Lockheed AC-130H Hercules","13","13"
"USAir / Skywest Airlilnes","99","34"
"Military - HelleniAir Force","63","63"
"Macon Horizons - Air Taxi","4","4"
"Air Taxi - Richmor Aviation","3","3"
"Military - Ecuadorean Air Force","22","22"
"LAN","72","20"
"United Air Lines","25","25"
"Linea Aeropostal Venezolana","45","45"
"Luft-Taxi Emsland","7","6"
"Duncan Aircraft Sales","10","10"
"Transafrik","9","9"
"Conesul Taxi Aéreo","7","7"
"Broward Aviation Services - Air Taxi","5","5"
"Military - Royal Saudi Air Force","98","98"
"Military - U.S. Navy / Military -  U.S. Navy","27","27"
"Uzbek Civil Aviation Administration","63","34"
"Military - Indian Air Force","28","28"
"TropiAir - Air Taxi","8","8"
"Central Mountain Air Services","7","6"
"Private","5","5"
"AtlantiSoutheast Airlines","23","23"
"Air Tahiti","22","11"
"Nile Safaris Aviation","8","8"
"Merpati Nusantara Airlines","13","13"
"Air Taxi - Air Grand Canyon Inc.","7","7"
"ADES Colombia","14","13"
"Aeroflot","181","13"
"Metro Cargo","10","4"
"Lauda Air","223","223"
"Agape Flight Inc.","3","2"
"Carib Air Transport","7","7"
"Aerosucre Colombia","18","2"
"Aeroflot","10","10"
"Okada Air","53","4"
"Helicol Colombia","3","3"
"Aerochasqui","15","15"
"L'Express Airlines","15","13"
"Nationair (chartered by Nigeria Airways)","261","261"
"Solomon Islands Airlines","15","15"
"Jetstream Inc.","3","3"
"Air Taxi -Wilderness Aviation Inc.","5","5"
"Vanair","9","9"
"Avalki Air","10","6"
"Tarom","9","9"
"Air Taxi - Haines Airways Inc.","6","6"
"Transports Aériens de la Guinee-Bissau","3","3"
"Indian Airlines","69","69"
"Temsco Airlines","4","4"
"Air Taxi - Bohemia Inc.","3","3"
"Airtech Rajawaldi Udara","20","14"
"Dirgantara Air Services","10","3"
"Continental Express","14","14"
"Aeroflot","13","13"
"Lineas Aéreas Colombianas","7","7"
"Ethiopian Airlines","4","4"
"Canair Cargo","2","2"
"Aeroflot","16","1"
"Aeroflot","10","10"
"CORAL Colombia","10","1"
"Military - Indonesian Air Force","135","134"
"Deraya Air Taxi","9","1"
"EDELCA","12","12"
"Bali International Air Service","17","17"
"Corporate Mobility Inc. - Private","3","3"
"Military - Royal Canadian Air Force","18","5"
"Military - Azerbaijan Air Force","40","40"
"Aeroflot","51","51"
"Nordeste Linhas Aereas","15","15"
"Baron Aviation","1","1"
"Aeroflot","20","20"
"Military - Soviet Air Force","23","23"
"Air Taxi - Airis Helicopters Inc.","3","3"
"Azerbaijani Airlines","20","20"
"STASA","3","1"
"Tartarstan Airlines","41","41"
"Military - Força Aérea Brasileira","20","20"
"Las Vegas Airlines","5","5"
"Bruno Air","9","9"
"ClassiWings","30","27"
"Scandinavian Airlines (SAS)","129","0"
"Eagle Aviation","5","5"
"China Airlines (Taiwan)","5","5"
"Commutair","4","2"
"Air Taxi - Air Vegas Inc.","5","2"
"Air Inter","96","87"
"Air Rainbow","9","7"
"Military - Azerbaijan Air Force","47","47"
"Nordeste Linhas Aéreas","12","12"
"Military - U.S. Air Force","5","5"
"Gambcrest","56","30"
"ATI","4","3"
"Aerolineas Argentinas","","1"
"Frigorifico Santa Rita","5","5"
"Lina Congo","8","3"
"CC Air","2","2"
"USAir","51","27"
"Aeroflot","10","10"
"Golden Star Air Cargo","7","7"
"Kamchatavia","12","1"
"Air Bissau","13","3"
"Taiwan Airlines","10","7"
"Talair","15","11"
"Military - Kenyan Air Force","46","46"
"Air Taxi - Basco Flying Service Inc.","4","4"
"Perris Valley Aviation","22","16"
"SceniAir Tours","9","9"
"Saha Airline Services","39","39"
"Military - U.S. Air Force","9","9"
"COPA (Panama)","47","47"
"American Eagle","5","5"
"GP Express Airlines","6","3"
"Jet Charter Group","2","2"
"Air taxi","6","6"
"Adventure Airlines","10","10"
"VASP","3","3"
"Krasnoyarskavia","12","10"
"Caribbean Air Carrier - Air Taxi","4","4"
"Military - Sri Lanka Air Force","19","19"
"ArctiCircle Air Service","1","1"
"Military - Russian Air Force","34","29"
"Military - Unified Yemen Air Force","57","57"
"Georgian Air","24","24"
"Mandala Airlines","70","70"
"Volga-Dnepr Airlines","8","8"
"Aero Eslava","4","4"
"Crasa - Air Taxi","6","6"
"Air Taxi - Western Helicopter Inc.","4","4"
"Pakistan International Airlines","167","167"
"Trans World Airlines","292","0"
"Thai Airways","113","113"
"China General Aviation Corporation","126","108"
"Servicios Aereos Santa Ana","10","10"
"Lone Star Airlines","3","3"
"Aeroflot","84","84"
"NewCal Aviation","3","3"
"Military - Salvadorian Air Force","14","12"
"Military - Peruvian Air Force - TANS","41","8"
"Professional Aviation Services","17","3"
"EXA Inc.","12","12"
"Expresso Aéreo","43","1"
"Kamchatavia","14","10"
"Air Taxi - Hawaii Helicopters Inc.","7","7"
"Aero Ejecutivos","3","3"
"Avesca Colombia","11","11"
"Yakutavia","10","10"
"Military - Federal Nigerian Air Force","158","158"
"El Al","4","4"
"Miltiary - U.S. Airforce","6","6"
"Wuhan Airlines","35","14"
"Kiev Production Association","13","1"
"Merpati Nusantara Airlines","31","31"
"Syktyvkar Avia","16","15"
"Military - Peruvian Air Force","11","8"
"Aeroflot","14","13"
"Air Taxi - Alpine Aviation","3","3"
"Air Taxi - Baker Aviation Inc.","3","3"
"Military - Russian Air Force","33","33"
"Military - Indian Air Force","20","20"
"Vietnam Airlines","31","30"
"Aerocaribbean - Charter","34","34"
"Air Taxi - Wilderness Aviation Inc.","3","3"
"China Southern Airlines","141","141"
"Military - U.S. Air Force / Military - U.S. Air Force","13","13"
"Aero Sudpacifico","9","9"
"Scibe Airlift Cargo Zaire","37","37"
"Martinair Holland NV","340","56"
"Libya Arab Airlines / Military -  Libya Air Force","157","157"
"Air Taxi - South Coast Helicopters Inc.","4","4"
"Lufthansa Cityline","23","4"
"Bouraq Indonesia Airlines","44","17"
"Titan Airways","2","2"
"Central Mountain Air Services","2","2"
"Trans Service Airlift","21","3"
"Pan Malaysian Air Transport","16","16"
"Iran Air Tours  /  Military - Iranian Air Force","133","133"
"Military - Afghan Republican Air Force","30","30"
"Cargo Three Panama","2","2"
"Formosa Airlines","6","6"
"Palair Macedonian","97","83"
"Air Taxi - Guinn Flying Service","4","4"
"West Aviation","10","3"
"Oeste Linhas Aereas","6","6"
"Japan Air Lines","5","0"
"Private","4","4"
"Air Taxi - Sea PacifiInc.","4","3"
"Linea Aeropostal Venezolana","11","11"
"China Eastern Airlines","264","2"
"Private","8","8"
"MIAT - Mongolian Airlines","40","40"
"Indian Airlines","118","56"
"Military - Afghan Republican Air Force","76","76"
"Military - Zambian Air Force","30","30"
"GP Express Airlines","2","2"
"Fiji Air","2","2"
"Carga del Caribe","5","3"
"SAM Colombia","132","132"
"Aerotaca","2","2"
"Sasco Air Lines","11","11"
"Southwest Air","11","9"
"Merpati Nasantara Airlines","3","1"
"Tajikistan Airlines","40","40"
"Merpati Nusantara Airlines","43","41"
"Military - Georgian Air Force","23","23"
"Hyannis Air Service - Air Taxi","3","3"
"Private","2","1"
"China Northwest Airlines","113","55"
"Asiana Airlines","110","68"
"Hornbill Airways","17","1"
"Everest Air","19","19"
"Air Taxi - Air Medical Leasing","4","4"
"American International Airways","3","0"
"Sakha Airlines","24","24"
"Tajikistan Airlines","86","82"
"Lufthansa","70","2"
"Transair Georgia Airlines","27","27"
"Transair Georgia Airlines","132","106"
"Transair Georgia Airlines","30","1"
"Military - Georgian Air Force","60","60"
"Hibiscus Air","9","9"
"China Eastern Airlines","80","2"
"Wideroe's Flyveselksap","20","7"
"Roadrunner Airlines","5","5"
"Air Manitoba","7","7"
"China Northern Airlines","102","12"
"Magistralnye Avialinii","17","17"
"Aviaimpex (Macedonia)","116","116"
"Aerovias de Guatemala SA","13","13"
"Express Airlines - Northwest Airlink","18","18"
"ArctiWings & Rotors","7","7"
"Air Senegal / Gambia Airways","3","3"
"Lao Aviation","18","18"
"Military - Philippine Air Force","29","29"
"Air Taxi - Martin Aviation LP","5","5"
"Kuban Airlines","36","36"
"Baikal Air","124","124"
"Seaview Aviation","9","9"
"Kimura International","10","10"
"AtlantiCoast Airlines (United Express)","8","5"
"Scibe Airlift Cargo Zaire","2","2"
"North Western Air Transport","13","13"
"Expresso Aéreo","31","31"
"British World Airways","2","1"
"Continental Airlines","116","0"
"Sahara","4","4"
"Jetcraft","1","1"
"Military - U.S. Air Force","8","8"
"Military - Iranian Air Force","32","32"
"Salair","2","2"
"Chalk's International Airlines","2","2"
"Aurukun Air Services","6","6"
"Orion - Air Taxi","4","4"
"Military - Royal Air Force","29","29"
"Aeroflot Russian International Airways","75","75"
"Military - U.S. Air Force / Military U.S. Air Force","7","0"
"Air Taxi - El Aero Services Inc.","5","5"
"KLM Cityhopper","24","3"
"TAME","17","17"
"Rwanda Government","12","12"
"Military - U.S. Army / Military U.S. Army","26","26"
"Dirgantara Air Services","11","11"
"China Airlines (Taiwan)","271","264"
"Action Airlines","9","8"
"Lineas Aereas de los Libertadores","9","8"
"Rico Taxi Aero","16","8"
"Arall","11","4"
"Transoriente Colombia","29","7"
"Air Taxi - Uyak Air Services Inc.","7","6"
"China Northwest Airlines","160","160"
"Aerolineas Cuahonte","9","9"
"TAESA","12","12"
"Merpati Nusantara Airlines","12","12"
"Air Taxi - Sun Western Flyers Inc.","10","9"
"Air Ivorie","17","17"
"Military - Dostum-Galboddin Militia","70","50"
"Airbus Industrie","7","7"
"Air Mauritanie","93","80"
"USAir","57","37"
"Air Taxi - Peninsula Airways","3","3"
"Air Taxi - Papillion Helicopters Ltd.","7","3"
"Air Martinique","6","6"
"Sankuru Air Service","9","5"
"Alas Chiricanas","21","21"
"Airfast Services","18","18"
"Military - Russian Air Force","47","47"
"Korean Airlines","160","0"
"Air Taxi - Talon Air Services Inc.","3","3"
"Air Taxi - National Helicopters","3","3"
"Air Taxi - Lake Clark Air Inc.","4","3"
"Royal Air Maroc","44","44"
"USAir","132","132"
"Aerocontroctors - Charter","5","3"
"PacifiCoastal Airlines","4","3"
"Oriental Airlines","39","5"
"Heavylift Cargo Airlines","12","6"
"Cheremshanka Airlines","28","28"
"TAM Paraguay","27","1"
"Radeair","9","8"
"Arsenyev Aviation Production Association","20","8"
"SL Aviation Services","2","2"
"SELVA","10","10"
"Iran Asseman Airlines","66","66"
"Military - Brazilian Air Force","21","21"
"Military - Angolan Air Force","22","22"
"Yakutavia","19","7"
"Aeronica","23","23"
"American Eagle","68","68"
"Transportes Aereos Pegaso","14","14"
"Trigana Air Service","4","4"
"SA Amazonica","30","6"
